timestamp,cpu_usage_percent,memory_usage_percent,memory_used_mb,disk_usage_percent,bytes_sent,bytes_received,request_latency_ms,error_count,active_processes,server_id,server_name,region,environment,network_total,cpu_memory_ratio,cpu_change,memory_change,latency_per_process,anomaly
2026-06-08T11:12:59.149714,48.6,90.6,7100.05,74.4,91043804,45926142,147.91,0,335,SRV001,web-server-01,ap-south-1,production,136969946.0,0.5305676855895197,0.0,0.0,0.4402083333333333,1
2026-06-08T11:13:05.314616,26.4,91.0,7129.16,74.4,91071166,45946253,136.55,0,337,SRV002,api-server-01,ap-south-1,production,137017419.0,0.2869565217391304,-22.200000000000003,0.4000000000000057,0.4039940828402367,1
2026-06-08T11:13:11.540021,47.9,91.9,7200.05,74.4,91098973,45970633,170.59,0,337,SRV003,database-server-01,us-east-1,production,137069606.0,0.5156081808396125,21.5,0.9000000000000057,0.5047041420118343,1
2026-06-08T11:13:17.694905,9.5,92.5,7245.87,74.4,91115694,45982198,103.63,0,337,SRV004,cache-server-01,eu-west-1,staging,137097892.0,0.1016042780748663,-38.4,0.5999999999999943,0.3065976331360946,1
2026-06-08T11:13:23.850596,33.0,92.6,7257.01,74.4,91132833,45994622,129.45,0,338,SRV005,worker-server-01,ap-south-1,development,137127455.0,0.3525641025641026,23.5,0.0999999999999943,0.3818584070796459,1
2026-06-08T11:13:29.993599,24.8,88.0,6898.87,74.4,91152075,46006314,108.48,0,337,SRV001,web-server-01,ap-south-1,production,137158389.0,0.2786516853932584,-8.2,-4.599999999999994,0.3209467455621302,0
2026-06-08T11:13:36.117234,13.2,87.7,6874.81,74.4,91168862,46018511,96.06,0,336,SRV002,api-server-01,ap-south-1,production,137187373.0,0.1488162344983088,-11.6,-0.2999999999999971,0.2850445103857567,0
2026-06-08T11:13:42.280798,28.7,87.7,6872.73,74.4,91181185,46028794,119.4,0,336,SRV003,database-server-01,us-east-1,production,137209979.0,0.3235625704622322,15.5,0.0,0.3543026706231454,0
2026-06-08T11:13:48.422920,25.8,88.6,6944.96,74.4,91201761,46048808,106.78,0,336,SRV004,cache-server-01,eu-west-1,staging,137250569.0,0.2879464285714286,-2.8999999999999986,0.8999999999999915,0.3168545994065282,0
2026-06-08T11:13:54.662803,13.6,89.0,6971.2,74.4,91218270,46067689,202.41,0,336,SRV005,worker-server-01,ap-south-1,development,137285959.0,0.1511111111111111,-12.2,0.4000000000000057,0.6006231454005935,0
2026-06-08T11:14:00.795334,52.3,90.6,7101.47,74.4,91239788,46199425,90.98,0,338,SRV001,web-server-01,ap-south-1,production,137439213.0,0.5709606986899564,38.7,1.5999999999999943,0.2683775811209439,1
2026-06-08T11:14:06.934830,45.6,87.1,6823.69,74.4,91310075,46325200,124.7,0,337,SRV002,api-server-01,ap-south-1,production,137635275.0,0.5175936435868332,-6.699999999999996,-3.5,0.3689349112426036,0
2026-06-08T11:14:13.096646,68.8,89.2,6993.2,74.4,91362013,46478788,124.0,0,339,SRV003,database-server-01,us-east-1,production,137840801.0,0.7627494456762749,23.2,2.1000000000000085,0.3647058823529411,0
2026-06-08T11:14:19.203948,32.2,88.5,6932.37,74.4,91398989,46499361,78.44,0,337,SRV004,cache-server-01,eu-west-1,staging,137898350.0,0.3597765363128491,-36.6,-0.7000000000000028,0.2320710059171597,0
2026-06-08T11:14:25.371100,34.5,89.3,6997.93,74.4,91412052,46509678,137.01,0,337,SRV005,worker-server-01,ap-south-1,development,137921730.0,0.3820598006644518,2.299999999999997,0.7999999999999972,0.4053550295857988,0
2026-06-08T11:14:31.515623,43.7,91.6,7179.52,74.4,91428205,46520735,102.32,0,337,SRV001,web-server-01,ap-south-1,production,137948940.0,0.4719222462203024,9.200000000000005,2.299999999999997,0.3027218934911242,1
2026-06-08T11:14:37.650710,17.6,90.8,7117.37,74.4,91443684,46531894,105.38,0,336,SRV002,api-server-01,ap-south-1,production,137975578.0,0.1917211328976035,-26.1,-0.7999999999999972,0.312700296735905,1
2026-06-08T11:14:43.803217,30.7,91.5,7166.46,74.4,91480323,46551568,122.22,0,336,SRV003,database-server-01,us-east-1,production,138031891.0,0.3318918918918919,13.099999999999998,0.7000000000000028,0.3626706231454006,1
2026-06-08T11:14:50.020526,62.3,91.6,7178.71,74.4,91535975,46573727,111.33,0,336,SRV004,cache-server-01,eu-west-1,staging,138109702.0,0.6727861771058316,31.6,0.0999999999999943,0.3303560830860534,1
2026-06-08T11:14:56.193454,35.4,90.4,7080.66,74.4,91710325,46684108,117.15,0,336,SRV005,worker-server-01,ap-south-1,development,138394433.0,0.387308533916849,-26.9,-1.1999999999999886,0.3476261127596439,1
2026-06-08T11:15:02.542413,82.0,90.8,7115.2,74.4,91766263,46707296,100.35,0,338,SRV001,web-server-01,ap-south-1,production,138473559.0,0.8932461873638344,46.6,0.3999999999999915,0.2960176991150442,1
2026-06-08T11:15:08.686774,53.8,93.0,7284.44,74.4,91819835,46729666,113.22,0,338,SRV002,api-server-01,ap-south-1,production,138549501.0,0.5723404255319149,-28.200000000000003,2.200000000000003,0.3339823008849557,1
2026-06-08T11:15:14.831093,43.0,88.6,6943.11,74.4,91855901,46754100,106.51,0,338,SRV003,database-server-01,us-east-1,production,138610001.0,0.4799107142857143,-10.799999999999995,-4.400000000000006,0.314188790560472,0
2026-06-08T11:15:20.974637,27.2,84.2,6594.36,74.4,92011208,46820800,110.81,0,338,SRV004,cache-server-01,eu-west-1,staging,138832008.0,0.3192488262910798,-15.8,-4.399999999999992,0.3268731563421829,0
2026-06-08T11:15:27.144054,30.1,84.5,6624.39,74.4,92050410,46835498,141.2,0,338,SRV005,worker-server-01,ap-south-1,development,138885908.0,0.352046783625731,2.900000000000002,0.2999999999999971,0.4165191740412979,0
2026-06-08T11:15:33.388006,24.1,84.8,6648.07,74.4,92069122,46847578,197.4,0,338,SRV001,web-server-01,ap-south-1,production,138916700.0,0.2808857808857809,-6.0,0.2999999999999971,0.5823008849557523,0
2026-06-08T11:15:39.510036,43.0,85.4,6691.67,74.4,92096755,46861913,87.54,0,338,SRV002,api-server-01,ap-south-1,production,138958668.0,0.4976851851851852,18.9,0.6000000000000085,0.2582300884955752,0
2026-06-08T11:15:45.664174,21.1,85.5,6697.25,74.4,92114735,46873976,122.21,0,338,SRV003,database-server-01,us-east-1,production,138988711.0,0.2439306358381503,-21.9,0.0999999999999943,0.3605014749262537,0
2026-06-08T11:15:51.919492,30.5,86.0,6734.82,74.4,92138355,46886226,217.94,0,338,SRV004,cache-server-01,eu-west-1,staging,139024581.0,0.3505747126436782,9.4,0.5,0.6428908554572271,0
2026-06-08T11:15:58.145405,19.5,86.7,6790.75,74.4,92181695,46902466,182.86,0,338,SRV005,worker-server-01,ap-south-1,development,139084161.0,0.2223489167616875,-11.0,0.7000000000000028,0.5394100294985251,0
2026-06-08T11:16:04.289775,35.7,86.1,6744.16,74.4,92199403,46914079,113.11,0,336,SRV001,web-server-01,ap-south-1,production,139113482.0,0.4098737083811711,16.200000000000003,-0.6000000000000085,0.3356379821958457,0
2026-06-08T11:16:10.460365,27.1,86.4,6769.83,74.4,92224651,46927105,138.78,0,336,SRV002,api-server-01,ap-south-1,production,139151756.0,0.3100686498855835,-8.600000000000001,0.3000000000000113,0.4118100890207715,0
2026-06-08T11:16:16.602199,22.4,86.5,6777.17,74.4,92267654,46944309,92.35,0,336,SRV003,database-server-01,us-east-1,production,139211963.0,0.256,-4.700000000000003,0.0999999999999943,0.2740356083086053,0
2026-06-08T11:16:22.837154,16.0,86.3,6762.44,74.4,92282454,46959767,200.64,0,336,SRV004,cache-server-01,eu-west-1,staging,139242221.0,0.1832760595647193,-6.399999999999999,-0.2000000000000028,0.5953709198813056,0
2026-06-08T11:16:28.992223,22.3,86.4,6769.2,74.4,92300417,46971160,122.62,0,336,SRV005,worker-server-01,ap-south-1,development,139271577.0,0.2551487414187643,6.300000000000001,0.1000000000000085,0.3638575667655786,0
2026-06-08T11:16:35.112017,36.7,85.6,6710.79,74.4,92318275,46982427,83.27,0,336,SRV001,web-server-01,ap-south-1,production,139300702.0,0.4237875288683603,14.400000000000002,-0.8000000000000114,0.2470919881305638,0
2026-06-08T11:16:41.257898,31.6,86.5,6774.29,74.4,92336825,46994096,117.66,0,336,SRV002,api-server-01,ap-south-1,production,139330921.0,0.3611428571428571,-5.100000000000001,0.9000000000000057,0.3491394658753709,0
2026-06-08T11:16:47.504036,12.7,86.2,6752.13,74.4,92354975,47005463,199.93,0,336,SRV003,database-server-01,us-east-1,production,139360438.0,0.1456422018348623,-18.9,-0.2999999999999971,0.5932640949554896,0
2026-06-08T11:16:53.647754,23.8,86.1,6746.95,74.4,92369699,47015525,115.63,0,336,SRV004,cache-server-01,eu-west-1,staging,139385224.0,0.2732491389207807,11.1,-0.1000000000000085,0.3431157270029673,0
2026-06-08T11:16:59.791192,19.4,86.2,6751.6,74.4,92389506,47027987,119.21,0,336,SRV005,worker-server-01,ap-south-1,development,139417493.0,0.2224770642201834,-4.400000000000002,0.1000000000000085,0.3537388724035608,0
2026-06-08T11:17:05.935258,10.0,86.4,6771.88,74.4,92435082,47048159,97.86,0,336,SRV001,web-server-01,ap-south-1,production,139483241.0,0.11441647597254,-9.4,0.2000000000000028,0.2903857566765578,0
